total_10yr_cost
90638215017.84846
87303091676.02184
93359721254.7997
100703755088.20891
97207036786.60834
97658660256.42012
96213449793.12659
92138375390.59196
92720318918.14453
93596807974.98756
90132574499.96315
95238292890.39249
95609623646.1353
93518116387.50507
91054276837.10754
86298307241.99173
88855098587.25148
90199992751.6094
98150506312.9544
95885255495.87888
89925131069.99777
91722993382.72142
89386238394.69301
96643140246.86108
92418841973.39299
95180697054.54845
91300506538.92221
97551998409.83994
96183743947.38628
94724368664.52658
92509413968.11273
98547587309.14929
90735765697.77509
90396232068.20825
91918656809.96632
94636014668.21506
95512491082.58803
91114418851.12465
100968148684.33063
91076205549.35794
91041595705.30368
89565095410.17868
85563570022.64388
98201868769.8431
94873930214.8907
98084800329.21646
100315214916.14868
94772424718.06828
90264395215.90994
89777644624.28836
96418576881.96967
97317182499.6376
95550354789.64133
93503975953.75761
93797699061.59775
91703219169.50769
89220473514.6454
90617483405.01456
90058549198.94772
92218136821.13612
93750617639.64084
89821386927.25642
87626291432.44011
92085813795.60524
94290512388.59186
92255740186.0882
91436316418.97632
95348236758.92075
93345307077.43317
92156812142.34729
90322170984.11209
96353259675.6634
99470736697.59758
89561378075.93985
87445261336.43219
93774904885.9242
90663480422.163
98954115626.36629
96104865760.60776
88192486522.02235
92409199671.42995
93348720427.6506
94436290181.233
90082887710.14575
98840072081.0565
100026027320.31953
90100332412.93513
90758858301.11848
95966575220.90765
90242595966.58177
93587460069.52025
96502428471.39279
90412803036.0021
92129208524.53351
87043221470.23207
94647527282.80582
95788116408.38797
90702997625.81013
84847828820.57059
90952265194.62857
95522201662.94893
97180744340.0556
94225287021.38911
97861764465.61627
93094616093.54323
92427804388.01065
93614040964.34543
96247132483.02013
91605898072.60362
90212350431.87808
92399723477.36002
96196264803.52545
94187840737.8826
84641068711.95657
92809532976.72205
95222811470.0887
89456937965.7033
95182818323.23935
84503015627.56035
90761162321.86542
90499842041.15897
90923523398.98871
94129183356.05238
91878027570.37502
94282414015.60817
91565754699.60109
92631710382.73395
86228928663.03595
90298633760.61778
95010115400.11488
89812563211.1477
87437393797.6828
95763676695.45079
92003074376.41455
85976995746.3337
93248184766.44511
95387084433.89778
89203725564.1611
91234884136.9314
99293133152.177
91683085616.13135
93833047247.88841
94563777048.22296
96706130253.55196
91122110193.57164
91536042937.67157
91593661778.4383
95415808585.42986
91123634165.33812
90248448784.3093
89934578181.57684
99381574466.68674
96966787070.7473
93833994471.67183
98117376774.77866
93746995264.32195
89887718346.6892
94136316658.42284
95096698137.59717
91227349848.77748
92777424065.57428
89184345937.27257
91959625700.53053
93025654251.69522
89387609542.39766
96626115367.01389
87535080048.4348
89007765811.64412
91446398222.64743
89707390227.70016
91306047809.03247
89559018139.87363
95336753864.55598
97206820033.46074
90648280308.2001
91414557672.29532
92386332017.59435
91422275296.07478
90421517251.4353
88713051465.86143
92780687694.6716
97388123634.69977
89655915940.6894
87480190328.10953
88056632490.22018
85493899443.14116
99338188933.7318
90482104290.61482
100339679188.09631
99347527400.78925
92355836728.62364
89726669935.6835
89785345651.17194
96325248483.05046
88439832899.00038
96020037549.84674
91299705222.94551
98077415658.96835
91241145783.04916
91540124509.99596
91597455518.30856
83158088855.75272
89261610782.99232
96133927012.25548
92818306141.30673
93438295101.56526
91869568549.46999
88212663035.7133
91562294292.00877
90937473442.62242
87616877710.54082
92819433430.62256
88737054086.86945
92624372303.5603
93280634615.09267
90031520486.37274
90656387859.67398
96015606327.67517
93135001862.38557
93078793125.24341
91965444141.43227
89707947269.40741
93368584645.54503
88525286148.56235
94801742529.69579
100517607609.3262
93301743043.96524
91749551577.11884
86346602486.62817
92742284253.19563
94299632453.85498
94348791118.08829
91597402848.35622
88461356670.07875
91810456107.60669
94855551094.04863
88682937863.21803
88830721663.33075
92389488713.6986
86480729583.40129
96379428483.43817
90406644735.68451
99956198932.63292
90369270796.7489
94389788097.54985
95683612930.53403
87743719484.94582
96744213536.85143
92047415941.49435
93248305838.79857
89295189066.04872
94294138918.98872
90427806735.1631
86289666736.30106
89886811957.3515
93495906060.62482
91634632246.58846
89926916615.5057
98468277085.86911
100194046417.72424
91413616551.46178
93921865450.6012
92220069660.04843
91745334196.42978
87888826443.30623
100623032256.70056
91603313272.98262
96388059282.03175
98029688913.89743
91572611217.59479
97503012272.83923
95295549920.68422
96667608480.1626
89262115555.92778
92757896874.89255
88724140649.19617
89051132488.0466
91166562986.83716
94337947871.40123
93449325549.10062
95482830895.00008
91281017875.1087
93756730432.21286
93766178121.39615
96855753673.1916
91791475461.09888
95153818636.38545
90751296251.82895
87367424946.5722
98146719409.32832
92638681495.68777
89298910730.09181
96058366285.14572
93847369643.91788
91606992010.75066
92808715568.77682
90615793779.9621
96664417099.82526
90923040500.4443
88933752306.79102
92705739964.07483
92949330351.89471
90046619873.2492
89210679925.55339
92470332859.57008
85933548129.71832
91273884808.19359
92642427927.25072
94516713035.44226
97782563241.28632
92221184641.7297
92397040831.5879
89895416850.13274
96721685907.7297
90125876389.26389
93298255820.40854
86725488833.57791
89753793430.67049
99979615758.1566
90402147316.98492
92932664979.38416
96260619178.60933
92874206069.38287
